,넘버 제목,배우,앨범,가사,정제
308,Airport Baby,최재림,뮤지컬 에어포트 베이비 (Original Cast Recording) OST,"다시 찾아온 봄 거리를
스쳐가는 모두가 설레는 봄
바람에 살랑 꽃잎이 팔랑
너를 보듯 봄을 봐
한걸음 또 한걸음
너에게 갈래 늦으면 어때
있는 모습 그대로
괜찮아 다시 시작할래
새로운 봄처럼
바람이 불어와 꽃잎이 흩날리는
봄봄 봄봄 봄 봄이야
봄봄 봄봄 봄 봄이야
바람이 불어와 너에게 날아가는
봄봄 봄봄 봄 봄이야
봄봄 봄봄 봄 봄이야
바람이 불어와
내맘 설레이는 봄봄
한걸음 또 한걸음
너에게 갈래 늦으면 어때
있는 모습 그대로
봄봄 봄봄 봄 봄이야
봄봄 봄봄 봄 봄이야
바람이 불어와
너에게 날아가는
봄봄 봄봄 봄 봄이야
봄봄 봄봄 봄 봄이야
바람이 불어와
내맘 설레이는
한걸음 또 한걸음
너에게 갈래 늦으면 어때
있는 모습 그대로
괜찮아 다시 시작할래
새로운 봄처럼
바람이 불어와 꽃잎이 흩날리는
봄봄 봄봄 봄 봄이야
봄봄 봄봄 봄 봄이야
바람이 불어와 너에게 날아가는
봄봄 봄봄 봄 봄이야
봄봄 봄봄 봄 봄이야
바람이 불어와
내맘 설레이는 봄봄","['다시', '찾아오', '거리', '스쳐가', '설레', '바람', '살랑', '꽃잎', '팔랑', '한걸음', '한걸음', '갈래', '으면', '모습', '그대로', '괜찮', '다시', '시작하', 'ㄹ래', '새롭', '처럼', '바람', '불어오', '꽃잎', '흩날리', '이야', '이야', '바람', '불어오', '날아가', '이야', '이야', '바람', '불어오', '설레이', '한걸음', '한걸음', '갈래', '으면', '모습', '그대로', '이야', '이야', '바람', '불어오', '날아가', '이야', '이야', '바람', '불어오', '설레이', '한걸음', '한걸음', '갈래', '으면', '모습', '그대로', '괜찮', '다시', '시작하', 'ㄹ래', '새롭', '처럼', '바람', '불어오', '꽃잎', '흩날리', '이야', '이야', '바람', '불어오', '날아가', '이야', '이야', '바람', '불어오', '설레이']"
309,우리는 친구,이나경,거북이의 꿈,"기억하니 그때 우리 첫 만남을
바로 알 수 있었지 사랑의 시작
네가 곧 문제고 또 답인걸 알아
함께 있으면 세상이 이해가 됐지
또 네가 내게 말해준 그 진실을
대체 왜 난 배우지 못했을까
왜 너의 그 진심을 몰랐을까
나도 항상 기억해 처음 널 본 순간
내게 키스 했을 때 세상이 멈췄어
이제 문제 앞에서
너 없이 서 있는 나
기도가 답이라면 무릎 꿇겠지
우리는 그 답을 찾을 수 없기에
이제 그만 우리 둘 헤어지자
잊지 않을게 우리 추억들을
내 마음 진실해
하지만 늦었어
솔직히 나 다 말할래
여전히 우린 죄인들
자유롭고 싶어
자유롭고 싶어
나에게 너란 존재
나에게 너란 의미
우린 다 알잖아
너만은 날 이해하잖아
너와 난 영원히
심장 안에 있는 너
기억해줘 영원히
이별은 아닌 거야
연극이 시작돼 관객이 기다려
거짓을 말해야 안전한 이 곳
여기 내가 이제서야 발견한
한 가지 진실 이제 알았어
널 사랑해 오직 너 너 뿐이야
기억해 나를 영원히
저 끝까지 함께 피터
널 사랑해
난 널 사랑해
끝까지","['기억', '만남', '있었', '사랑', '시작', '문제', '으면', '세상', '이해', '말하', '진실', '대체', '배우', '못하', '을까', '진심', '모르', '을까', '항상', '기억', '처음', '순간', '키스', '세상', '멈추', '이제', '문제', '없이', '기도', '라면', '무릎', '기에', '이제', '그만', '헤어지', '을게', '추억', '마음', '진실', '솔직히', '말하', 'ㄹ래', '죄인', '자유', '자유', '존재', '의미', '잖아', '이해', '잖아', '영원히', '심장', '기억', '영원히', '이별', '연극', '시작', '관객', '기다리', '거짓', '말하', '어야', '안전', '내가', '이제서야', '발견', '가지', '진실', '이제', '사랑', '이야', '기억', '영원히', '피터', '사랑', '사랑']"
310,끝이 없다면,구미호,끝이 없다면,"사랑이란 멈추려 해봐도
바보같이 한 사람만 내내
떠올리게 되는 것
사랑이란 그리움과 같은 말
니가 날 볼 때 너의 그 눈빛과
니가 웃을 때 너의 그 미소와
니가 먼 곳을 볼 때 너의 그 옆모습과
나는 모르는 너의 단어들과
나보다 많은 너의 깊은 생각들
사랑이란 봄날의 꽃처럼
아주 잠시 피었다가
금세 흩어지고 마는 것
사랑이란 슬픔과 같은 말
니가 날 볼 때 너의 그 눈빛과
니가 웃을 때 너의 그 미소와
니가 먼 곳을 볼 때 너의 그 옆모습과
날 웃게 하는 너의 말투와
너무 따뜻한 너의 예쁜 마음들
나는 너의 눈빛과 너의 눈빛과
너의 미소와
너의 미소와 너의 옆모습과
너의 생각과
너의 생각과 따스한 마음과
난 자꾸만 널
난 널
난 널 더 보고 싶어 널 더 듣고 싶어
계속해서 너와 함께 있고 싶어
더 웃고 싶어 난 더 알고 싶어
매일을 너와 함께 하고 싶어 난
니가 날 볼 때 너의 그 눈빛이
니가 웃을 때 너의 그 미소가
사랑이란 어쩌면 난
사랑이란 이렇게 난
사랑이란 사랑이란","['사랑', '이란', '멈추', '해보', '아도', '바보', '사람', '내내', '떠올리', '사랑이', '그리움', '눈빛', '미소', '옆모습', '모르', '단어', '보다', '생각', '사랑', '봄날', '처럼', '아주', '다가', '금세', '흩어지', '사랑이', '슬픔', '눈빛', '미소', '옆모습', '말투', '너무', '따뜻', '예쁘', '마음', '눈빛', '눈빛', '미소', '미소', '옆모습', '생각', '생각', '따스', '마음', '자꾸만', '계속', '어서', '매일', '눈빛', '미소', '사랑', '이란', '어쩌면', '사랑', '이란', '이렇', '사랑', '이란', '사랑', '이란']"
311,칼날이 뛴다,판소리공장 바닥소리,경성스케이터,"땅과 물이 하늘과 바다
달과 해가 조화를 이루니
싹이 피고 꽃이 되어
넓은 들 위로 만물이 영생하네
그것이 바로 하늘의 이치요
그것이 바로 하늘의 선물
그러나 어리석은 인간들은
감사할 줄 모른다네
하나의 하늘 아래 형제의 나라
모두가 하나 된 나라
진정한 가야국으로
땅과 물이 하늘과 바다
달과 해가 조화를 이루니
싹이 피고 꽃이 되어
넓은 들 위로 만물이 영생하네
마음이 열리는 노래
마음이 맞닿은 노래
하늘에 선물이 하나 되는 노래
오해와 갈등을 풀어내리라
땅과 물이 하늘과 바다 달과 해가
조화를 이루니 싹이 피고 꽃이 되어
넓은 들 위로 만물이 영생하네
땅과 물이 하늘과 바다 달과 해가
조화를 이루니 싹이 피고 꽃이 되어
넓은 들 위로 만물이 영생하네
모두가 하나 된 나라
진정한 가야의 노래","['하늘', '바다', '조화', '이루', '만물', '영생', '그것', '하늘', '이치', '그것', '하늘', '선물', '어리석', '인간', '감사', '모르', 'ㄴ다네', '하늘', '아래', '형제', '나라', '나라', '진정', '가야국', '하늘', '바다', '조화', '이루', '만물', '영생', '마음', '열리', '노래', '마음', '맞닿', '노래', '하늘', '선물', '노래', '오해', '갈등', '풀어내', '리라', '하늘', '바다', '조화', '이루', '만물', '영생', '하늘', '바다', '조화', '이루', '만물', '영생', '나라', '진정', '가야', '노래']"
312,우리 다 여기에 있지!,문화예술협동조합아이야,안녕? 안녕! 안녕… 입체낭독극,"친구들아 안녕 우리 모두 안녕
우리는 이야기를 들려주는 제비
지지지지 주지주지 페르르르
친구들아 반가워
우리 모두 반가워 반가워
오늘은 반비의 모험 이야기
들려주려 해
이야기 들을 준비 됐어
소리가 너무 작아 더 크게
준비 됐어 좋았어 출발
반드시 반 날 비 반드시 날아야 한다
반비 막내 제비 반비
반비와 함께 신나는 모험을
반비와 함께 재미있는 여행을
우리 모두 주인공이 되어
신나게 놀아보자
지지지지 주지주지 페르르르
지지지지 주지주지 페르르르
지지지지 주지주지 페르르르
지지지지 주지주지 페르르르
이제부터 반비의 모험 이야기
따라가보자","['친구', '안녕', '안녕', '이야기', '들려주', '제비', '지지지지', '페르', '친구', '반갑', '반갑', '반갑', '오늘', '반비', '모험', '이야기', '들려주', '이야기', '준비', '소리', '너무', '준비', '출발', '날으', 'ㄴ다', '반비', '막내', '제비', '반비', '반비', '신나', '모험', '반비', '재미있', '여행', '주인공', '신나', '지지지지', '페르', '지지지지', '페르', '지지지지', '페르', '지지지지', '페르', '이제', '반비', '모험', '이야기', '따르', '가보']"
313,별똥별,구미호,별똥별,"끝없는 나의 길 조국을 위한 길
그 어떤 장애도 날 막을 순 없어
이 길이 험해도 내나라 위하여
그 어떤 시련도 두려우랴
저 석양의 붉은 태양
이 한 몸 받쳐서 불싸르랴
내일 아침 또다시 태양은 뜨겠지
저 붉은 태양은 멈추지 않는다
대한의 그 이름 대한의 그 이름
언제나 영원토록 멈추지 않는다
사랑하는 내 조국 당신을 위하여
오늘도 끝없이 이 길을 걸으리
내일 아침 또다시 태양은 뜨겠지
저 붉은 태양은 멈추지 않는다
대한의 그 이름 대한의 그 이름
언제나 영원토록 멈추지 않는다","['끝없', '나의', '조국', '위하', '장애', '험하', '어도', '나라', '시련', '두렵', '석양', '태양', '받치', '어서', '르랴', '내일', '아침', '또다시', '태양', '태양', '멈추', '한의', '이름', '한의', '이름', '언제나', '영원', '토록', '멈추', '사랑', '조국', '위하', '오늘', '끝없이', '으리', '내일', '아침', '또다시', '태양', '태양', '멈추', '한의', '이름', '한의', '이름', '언제나', '영원', '토록', '멈추']"
315,망각의 달,무늬,조각배,"그대 떠나기 전에
나 그대의 손을 맞잡고
추억 깃든 황산강변을
거닐고 싶어라
참 야속한 사람이죠
다시 만날 수 있는가요
나를 데려 갈 수는 없나요
그대를 만났던 그 날이
꿈처럼 아득해져 갈까봐
난 두려워져요
너무 그리울 테지만
돌아온다던 약속
굳게 믿을 게요
저 흐르는 강처럼
세월이 흘러도
그 자리에 해와
달이 뜨는 것처럼
전 항상 그 자리
그 곳에서 당신을
기다릴 테니
그대 걱정 말아요
그대를 만났던 그 날이
꿈처럼 아득해져 갈까봐
난 두렵지만
버드나무 지기 전에
나 돌아온다던
그 약속 지키리다
우리사랑 영원히 영원하리라","['그대', '떠나', '그대', '맞잡', '추억', '깃들', '황산', '강변', '거닐', '어라', '야속', '사람', '다시', '만나', '는가요', '데리', '나요', '만나', '처럼', '아득', '해지', 'ㄹ까', '두려워지', '어요', '너무', '그리', '돌아오', 'ㄴ다', '약속', '흐르', '처럼', '세월', '흐르', '어도', '자리', '달이', '처럼', '항상', '자리', '기다리', '그대', '걱정', '아요', '만나', '처럼', '아득', '해지', 'ㄹ까', '두렵', '버드나무', '지기', '돌아오', 'ㄴ다', '약속', '지키', '리다', '사랑', '영원히', '영원', '리라']"
317,"남원가는길 (Feat. 배두훈, 서진실)",AUX (억스),춘향난봉가 OST,"분명 어두운 밤이었는데
대낮같이 밝아 졌어
들리는 소문과 총성
쏟아지는 눈비와 총알
가족을 살리려 살던 집을 버리네
깍지에 피가 배도록 손을 맞잡고
남으로 남으로
남으로 남으로
이고 지고 메고 들고
천리를 달려내려가
이고 지고 메고 들고
천리를 달려내려가
이고 지고 메고 들고
천리를 달려내려가
이고 지고 메고 들고
천리를 달려내려가
잊어선 안돼 내 이름은 순자
놓치면 안돼 치마폭을 붙잡아
잊어선 안돼 내 이름은 순자
놓치면 안돼 치마폭을 붙잡아
형제가 이웃이 서로 총을 들이대고
목숨을 앗아가는 비극
무장한 붉은 군인
군홧발로 한반도를 짓밟고
피에 물든 한강 재만 남은 거리
부모 잃은 아이들
파편과 총탄으로 일그러진 남쪽하늘
하늘도 어두워진
유월 스물다섯 번째 날
유월 스물다섯 번째 날
유월 스물다섯 번째 날","['분명', '어둡', '는데', '대낮', '들리', '소문', '총성', '쏟아지', '눈비', '총알', '가족', '살리', '버리', '깍지', '도록', '맞잡', '천리', '내려가', '이고', '천리', '내려가', '이고', '천리', '내려가', '이고', '천리', '내려가', '잊어선', '이름', '놓치', '치마폭', '붙잡', '어선', '이름', '놓치', '치마폭', '붙잡', '형제', '이웃', '서로', '들이대', '목숨', '비극', '무장', '군인', '군홧발', '한반도', '짓밟', '물들', '한강', '거리', '부모', '파편', '총탄', '일그러지', '남쪽', '하늘', '하늘', '어둡', '유월', '스물', '번째', '유월', '스물', '번째', '유월', '스물', '번째']"
318,"FAMOUS (Feat.육현욱,김성수,권상석,손의완,이정수,김다경,송광일,남궁혜인,신은총,이슬아,신새연)",이보미,FAMOUS,"우리들은 흙을 먹지
언제부터 인지는 몰라
우리들은 흙을 먹고 옛 기억에 빠져들어
주머니에 넣은 흙을 한 줌 한 줌 꺼내 먹지
남들 보지 않는 대서 한 줌 꺼내 먹으면
기쁨과 분노가 뒤섞인 고향으로 돌아가
한줌 흙에 엄마가 한 줌 흙에 그이가
그 발로 밟은 흙 그 흙을 삼키면
몸과 피가 섞이어 마음에는 평화가
주머니에 넣은 흙을 한 줌 한 줌 꺼내 먹지
남들 보지 않는 데서 한 줌 꺼내 먹으면
우리들은 흙을 먹지
언제부터 인지는 몰라
우리들은 흙을 먹고 옛 기억에 빠져들어","['인지', '모르', '기억', '빠져들', '주머니', '으면', '기쁨', '분노', '뒤섞이', '고향', '돌아가', '한줌', '엄마', '그이', '삼키', '섞이', '마음', '평화', '주머니', '으면', '인지', '모르', '기억', '빠져들']"
319,반짝여,이나리,반짝 반짝 반짝이 섬 대탐험,"전화 주셔서 고마워요
신호가 가고 있어요
어떤 얘기일지 벌써 궁금해요
금방 와서 받을게요
미안해요 아마 일하거나
씻거나 밥이라도 먹나 봐요
아니면 이제 일어나서 목을 풀거나
아니면 번호를 몰라서 머릴 굴리는 중
그래도 받아볼게요
혹시 알까요 가끔은
일부러 오지 않는단 걸
어쩌면 당신이 하려는 그 말은
오늘의 내겐 무거운 얘기
일지도
이쯤 되면 둘 중 한 명은
센스가 없는 거겠죠
그렇다고 찔리진 말아줘요
연결음은 똑같잖아요 모두에게
두 가지겠죠 내가 좋거나
아니면 필요하거나
당신은 전자였음 좋겠어요
전화 주셔서 고마워요","['전화', '어서', '고맙', '어요', '신호', '어요', '얘기', '일지', '벌써', '궁금하', '어요', '금방', '아서', '을게요', '미안', '아마', '일하', '거나', '거나', '라도', '아요', '이제', '일어나', '거나', '번호', '모르', '아서', '굴리', '그리하', '여도', 'ㄹ게요', 'ㄹ까요', '가끔', '일부러', '는단', '어쩌', '하려', '오늘', '무겁', '얘기', '일지', '이쯤', '센스', '그렇', '다고', '어요', '연결', '똑같', '잖아요', '가지', '거나', '필요', '거나', '어요', '전화', '어서', '고맙', '어요']"
